ID|Department|Num|Title|Units|Description 
ECON4700|ECON|4700|History of Economic Thought|3|Quarter Prerequisite:  Two upper-division economic coursesHistorical development of economic theory and associated analytical tools. Consideration of the intellectual and social forces that shaped economics. Formerly ECON 500.
ECON4815|ECON|4815|Global Inequality and Growth|3|Quarter Prerequisite:  Two upper-division economics coursesStudy of how and why income and wealth evolve in modern economies. Topics might include rising inequality, billionaires and capitalism, historical concentration of property ownership, economics of superstars and policies that affect these processes. Formerly a topic under ECON 390.
ECON4900|ECON|4900|Seminar in Economics|3|Semester Prerequisite:  ECON 3400 and one of ECON 3312, 3314, 3316, or 3318. Quarter Prerequisite: Two upper-division economics coursesIntensive study of some economic issue or theory. May be repeated for credit as subject matter changes. Formerly ECON 590.
ECON5510|ECON|5510|Economics in the Secondary Classroom|3|Economics method of analysis as it applies to 9th through 12th grade California History/Social Science Standards. May not be counted toward fulfillment of requirements of majors or minors offered by the Economics Department. Formerly Econ 510.
ECON5601|ECON|5601|Service-Learning in Political Economy|1|Service experience in the community that makes use of the skills, knowledge, and understandings gained in economics and/or political economy. This course will reinforce a student's understanding of social responsibility and commitment to the community. Graded credit/no credit. Consent of the Department Chair is required to register. May be repeated for credit a maximum of two times.
ECON5751|ECON|5751|Internship in Economics|1|Semester Prerequisite:  A completed Economics Department internship form must be submitted, and approved by the Department Chair, in advance of the semester in which the course is to be taken, Open only to majors within the Economics Department. Quarter Prerequisite: A completed Economics Department internship form must be submitted, and approved by the Department Chair, in advance of the semester in which the course is to be taken, Open only to majors within the Economics DepartmentSupervised work in a public or private organization emphasizing practical applications of economic concepts and relationships. May be repeated but only 3 units of internship courses may be counted toward any major offered by the Economics Department. Graded credit/no credit. Formerly Econ 575.
ECON5752|ECON|5752|Internship in Economics|2|Semester Prerequisite:  A completed Economics Department internship form must be submitted, and approved by the Department Chair, in advance of the semester in which the course is to be taken, Open only to majors within the Economics Department. Quarter Prerequisite: A completed Economics Department internship form must be submitted, and approved by the Department Chair, in advance of the semester in which the course is to be taken, Open only to majors within the Economics DepartmentSupervised work in a public or private organization emphasizing practical applications of economic concepts and relationships. May be repeated but only 3 units of internship courses may be counted toward any major offered by the Economics Department. Graded credit/no credit. Formerly Econ 575.
ECON5753|ECON|5753|Internship in Economics|3|Semester Prerequisite:  A completed Economics Department internship form must be submitted, and approved by the Department Chair, in advance of the semester in which the course is to be taken, Open only to majors within the Economics Department. Quarter Prerequisite: A completed Economics Department internship form must be submitted, and approved by the Department Chair, in advance of the semester in which the course is to be taken, Open only to majors within the Economics DepartmentSupervised work in a public or private organization emphasizing practical applications of economic concepts and relationships. May be repeated but only 3 units of internship courses may be counted toward any major offered by the Economics Department. Graded credit/no credit. Formerly Econ 575.
ECON5951|ECON|5951|Independent Study|1|Semester Prerequisite:  A minimum overall grade point average of 3, consent of instructor, and approval by the Department Chair of a completed Department independent study form filed in advance of the semester in which the course is to be taken. Quarter Prerequisite: A minimum overall grade point average of 3, consent of instructor, and approval by the Department Chair of a completed Department independent study form filed in advance of the semester in which the course is to be takenInvestigation of special topics not covered by the Department's curricular offerings. A total of six units of independent study may be applied toward majors offered by the Economics Department. Formerly ECON 595A.
ECON5952|ECON|5952|Independent Study|2|Semester Prerequisite:  A minimum overall grade point average of 3, consent of instructor, and approval by the Department Chair of a completed Department independent study form filed in advance of the semester in which the course is to be taken. Quarter Prerequisite: A minimum overall grade point average of 3, consent of instructor, and approval by the Department Chair of a completed Department independent study form filed in advance of the semester in which the course is to be takenInvestigation of special topics not covered by the Department's curricular offerings. A total of six units of independent study may be applied toward majors offered by the Economics Department. Formerly ECON 595B.
ECON5953|ECON|5953|Independent Study|3|Semester Prerequisite:  A minimum overall grade point average of 3, consent of instructor, and approval by the Department Chair of a completed Department independent study form filed in advance of the semester in which the course is to be taken. Quarter Prerequisite: A minimum overall grade point average of 3, consent of instructor, and approval by the Department Chair of a completed Department independent study form filed in advance of the semester in which the course is to be takenInvestigation of special topics not covered by the Department's curricular offerings. A total of six units of independent study may be applied toward majors offered by the Economics Department. Formerly ECON 595C.
ECON5999|ECON|5999|Senior Honors Project|3|Semester Prerequisite:  Senior standing, minimum grade point average of 3.5 in economics courses, consent of instructor, and approval by the Department Chair of a senior honors project form submitted in advance of the semester in which the course is to be taken. Quarter Prerequisite: Senior standing, minimum grade point average of 3.5 in economics courses, consent of instructor, and approval by the Department Chair of a senior honors project form submitted in advance of the semester in which the course is to be takenOriginal research in economics, culminating in a significant paper receiving approval from a committee of three economics faculty. Formerly ECON 597.
ECON6000|ECON|6000|Proseminar in Economics|2|Survey of the concepts and ideas that economists study, with emphasis on globalization. Formally Econ 600.
ECON6303|ECON|6303|International Economic Issues|3|Contemporary international economic issues of relevance, directly and indirectly, to national security.
ECON6605|ECON|6605|Advanced Topics in Economics|3|Semester Prerequisite:  Consent of instructor. Quarter Prerequisite: Consent of instructorAdvanced study of selected areas of economics. May be repeated for credit as topics change.
ECON6951|ECON|6951|Graduate Independent Study in Economics|1|Semester Prerequisite:  Graduate standing, consent of instructor, and approval by Department Chair of written proposal. Prerequisite: Graduate standing, consent of instructor, and approval by Department Chair of written proposalIndependent graduate research in economics.
ECON6952|ECON|6952|Graduate Independent Study in Economics|2|Semester Prerequisite:  Graduate standing, consent of instructor, and approval by Department Chair of written proposal. Quarter Prerequisite: Graduate standing, consent of instructor, and approval by Department Chair of written proposalIndependent graduate research in economics. Formerly ECON 695B.
ECON6953|ECON|6953|Graduate Independent Study in Economics|3|Semester Prerequisite:  Graduate standing, consent of instructor, and approval by Department Chair of written proposal. Quarter Prerequisite: Graduate standing, consent of instructor, and approval by Department Chair of written proposalIndependent graduate research in economics. Formerly ECON 695C.
EADM6601|EADM|6601|Educational Leadership and Ethics|3|Semester Prerequisite:  Admission to Educational Administration Program or consent of program coordinator. Quarter Prerequisite: Admission to Educational Administration Program  or consent of program coordinatorIntroduction to administration including leadership, vision, and ethics. Explores the theory and practice of educational leadership in K-12 or community college/higher education.  The leadership focus includes organizational, change, transformational, and culturally responsive educational leadership. Must be taken during the first quarter of the program. Formerly offered as EADM 601.
EADM6602|EADM|6602|Research Methods in Educational Administration|3|Semester Prerequisite:  Students has completed or is enrolled in EADM 6601;  Student is enrolled in Educational Administration Master's Program;  Student must enroll in EADM 6602 first, then EADM 6603 in the subsequent semester; Or coordinator permission. Quarter Prerequisite: EADM 601 or consent of program coordinatorIntroduction to qualitative, quantitative and action research for school administrators using APA guidelines.  Students will complete a proposal and research paper.  Formerly offered as EADM 602.
EADM6607|EADM|6607|Culture, Equity, and  Communication in Diverse Society|3|Semester Prerequisite:  Admission to the Educational Administration Program or consent of program coordinator. Quarter Prerequisite: Admission to the Educational Administration Program or consent of the program coordinatorPrerequisites:  Admission to the Educational Administration Program or consent of program coordinator. Formerly offered as EADM 607Focuses on theories and models for ethical decision-making, communication of policies to promote equity in schools and other educational institutions, legal and cultural context for social justice, equity analysis, school climate, and school reform to support the diverse needs of all stakeholders.
EADM6610|EADM|6610|Educational Supervision and Teacher Development|3|Semester Prerequisite:  Admission to the Educational Administration Program or consent of the program coordinator. Quarter Prerequisite: Admission to the Educational Administration Program or consent of the program coordinatorPresents theories, models, and practices for educational supervision including developmental and clinical supervision, cognitive coaching techniques, communicating policies for improving student achievement, and promoting the school.  This class will include a practicum for the Administrative Services Preliminary Credential.  Formerly known as EADM 610.
EADM6613|EADM|6613|Organizational Management and Human Resources|3|Semester Prerequisite:  EADM 6601, EADM 6607, or consent of program coordinator. Quarter Prerequisite: EADM 601, EADM 607, or consent of program coordinatorLegal and ethical procedures in human resources at all levels of employment to ensure effectiveness of organizational processes to meet organizational goals and equity for students.  Analysis of laws and policy development in relationship to school districts and/or institutes of higher education, negotiations,   collective bargaining, and career advancement. Formerly offered as EADM 613.
EADM6619|EADM|6619|Policy, Governance and Legal Aspects of Education|3|Semester Prerequisite:  EADM 6601, EADM 6607, EADM 6610 or consent of program coordinator. Quarter Prerequisite: EADM 601 or consent of program coordinatorExamines how laws and court decisions influence public education.  Analyzes governance and policy systems to understand the relationships of schools, districts, counties, and State of California and how to operate within the legal parameters.  Influences of political, social, economic, legal and cultural issues on schools and districts will be addressed.  Formerly offered as EADM 619.
EADM6620|EADM|6620|Fieldwork in Educational Administration I|3|Semester Prerequisite:  EADM 6601, EADM 6610, or consent of program coordinator. Quarter Prerequisite: EADM 601, EADM 607, EADM 610, EADM 620 or consent of program coordinatorAdministrative fieldwork at the elementary and the secondary school level, coordinated with the district. Consists of a minimum of 60 hours of administrative fieldwork experience at the elementary and repeated at the secondary level for 3 units and 60 hours at each level for a total of 6units and 120 hours. Formerly offered as 621A.
EADM6621|EADM|6621|Fieldwork in Educational Administration II|3|Semester Prerequisite:  EADM 6601, EADM 6610, EADM 6620 or consent of program coordinator. Quarter Prerequisite: EADM 601, EADM 610, EADM 607, EADM 620, EADM 621A or consent of program coordinatorAdministrative fieldwork at the elementary and the secondary school level, coordinated with the district. Consists of a minimum of 60 hours of administrative fieldwork experience at the elementary and repeated at the secondary level for 3 units and 60 hours at each level for a total of 6 units and 120 hours. Formerly offered as EADM 621B.
EADM6622|EADM|6622|Curriculum, Programs, and Assessment|4|Semester Prerequisite:   EADM 6601 and EADM 6610 or consent of program coordinator. Quarter Prerequisite: EADM 601, EADM 607, EADM 610, EADM 620 or consent of program coordinatorExamines current curriculum and content standards, assessment of student achievement, data analysis, instructional decision-making school plans, and use of technology.  Various programs including special education, English Learner, and STEM among others are explored.  This course includes a practicum for the Administrative Services Preliminary Credential.  Three hours seminar and two hours practicum.Formerly offered as EADM 622.
EADM6625|EADM|6625|Organizational Management and Fiscal Resources|3|Quarter Prerequisite:  EADM 601 or  consent of program coordinatorFundamentals of fiscal resource management to provide a safe, clean, and positive learning environment for staff and students.  Covers California School Finance Programs; fiscal relationship to county, state and federal agencies; school budget procedures; LCAP and LCFF; school accounting; financial management of categorical and special education funds; fiscal laws, and the planning, financing, and management of school facilities. This course also introduces topics related to the revenue and expenditure of funds for community college/higher education. Topics include revenue, budgets, cost analysis, facilities, and other topics related to revenue and fiscal resources management including laws, politics, and policies. Formerly offered as EADM 625.
EADM6630|EADM|6630|Internship Fieldwork in Educational Administration I|3|Semester Prerequisite:   Admitted to the Educational Administration Program, currently an administrator, enrolled in Intern Option Preliminary Administrative Credential Program, Applied for the Administrative Services Intern Credential through CTC, and consent of program coordinator.  Quarter Prerequisite: Admitted to the Educational Administration Program, currently an administrator, enrolled in Intern Option Preliminary Administrative Credential Program, Applied for the Administrative Services Intern Credential through CTC, and consent of program coordinatorAdministrative field experiences for students enrolled in the Preliminary Administrative Services Credential Program, Internship Option.  Students are currently in administrative positions.  Formerly offered as EADM 630A.
EADM6631|EADM|6631|Internship Fieldwork in Educational Administration II|3|Semester Prerequisite:  Admitted to the Educational Administration Program, currently an administrator, enrolled in Intern Option Preliminary Administrative Credential Program, Applied for the Administrative Services Intern Credential through CTC, and consent of program coordinator.  Quarter Prerequisite: Admitted to the Educational Administration Program, currently an administrator, enrolled in Intern Option Preliminary Administrative Credential Program, Applied for the Administrative Services Intern Credential through CTC, and consent of program coordinatorAdministrative field experiences for students enrolled in the Preliminary Administrative Services Credential Program, Internship Option.  Students are currently in administrative positions. Formerly offered as EADM 630B.
EADM6632|EADM|6632|History and Philosophy of Community College/Higher Education|3|Semester Prerequisite:  Admission to the Master's in Educational Administration Program or consent of program coordinator. Quarter Prerequisite: Admission to the Master's in Educational Administration Program or consent of program coordinatorThis course is designed to provide students with an historical, socio-political, and philosophical context of higher education.  Students will be introduced to philosophical views that have impacted the historical events leading to social justice issues in current higher educational systems.
EADM6633|EADM|6633|Policy and Governance in Community College/Higher Education|3|Semester Prerequisite:  Admission to the Master in Educational Administration Program, completion of EADM 6601, or consent of program coordinator. Quarter Prerequisite: Admission to the Master in Educational Administration Program,  completion of EADM 601, or consent of program coordinatorThis course introduces the policy development process, along with purposes and development of missions, strategic planning, and governance structures.  Students will learn how to write and analyze policies based upon current issues and trends in community colleges/higher education.
EADM6634|EADM|6634|Program Assessment and Evaluation in Community College/Higher Education|4|Quarter Prerequisite:  Admission to the Master in Educational Administration Program,  completion of EADM 601, or consent of program coordinatorThis course introduces curriculum and program development, assessment, and evaluation in community colleges/higher education.  Topics include: accreditation, accountability, and assessment.  The course includes a practicum.  Three hours seminar and one hour practicum.
EADM6635|EADM|6635|Finance in Community College/Higher Education|3|Semester Prerequisite:  Admission to the Master in Educational Administration Program, completion of EADM 6601, or consent of program coordinator. Quarter Prerequisite: Admission to the Master in Educational Administration Program, completion of EADM 601, or consent of program coordinatorThis course introduces topics related to the revenue and expenditure of funds for community college/higher education.  Topics include revenue, budgets, cost analysis, facilities, and other topics related to revenue and fiscal resources management including laws, politics, and policies.
EADM6636|EADM|6636|Special Topics in Higher Education|3|Semester Prerequisite:  Admitted to the Masters in Educational Administration Program, completion of EADM 6601 or consent of program coordinator. Quarter Prerequisite: Admitted to the Master in Educational Administration Program, completion of EADM 601  or consent of program coordinatorVarious topics of concern to educators in community college and higher education will be introduced including college student development and communication, student services, student affairs, and technology among others.
EADM6637|EADM|6637|Community College/Higher Education Field Project|3|Semester Prerequisite:  Completion of EADM 6601 and EADM 6607 and permission of program coordinatorStudents will undertake a field project in an area of community college/higher education leadership.   Project must meet criteria and be under the direction of a course instructor and institution of higher education supervisor.  Culmination will be presentation to class.
EADM6640|EADM|6640|California Administrator Performance Assessment (CalAPA) Support Seminar|3|Semester Prerequisite:  Admission to the Preliminary Administrative Credential Services Credential or Preliminary Administrative Services Intern Credential Programs.  Students should have completed or currently be enrolled in EADM 6601, 6610 or 6622 or a course substitute approved by program coordinator prior to enrolling in the courseCourse focuses on preparing candidates in the Preliminary Administrative Services Credential Program (PASC) or Preliminary Administrative Services Intern Credential Program to complete any of the CalAPA assessments 1, 2, and/or 3.  These assessments are required by the Commission on Teacher Credentialing (CCTC) for the PASC. Graded credit/no credit. Can be taken a maximum of three times for a total of nine units.
EADM6681|EADM|6681|Vision and Student Achievement|2|Development, articulation, and implementation of a shared vision among diverse stakeholders to address achievement of all student groups. Formerly offered as EADM 681.
EADM6682|EADM|6682|Collaborative Culture of Teaching and Learning|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential Program, have Preliminary Administrative Services Credential and hold Local Educational Agency (LEA)  administrative position and EADM 6681, EADM 6685 or consent of program coordinatorSemester Corequisite:  EADM 6686Development of ethical leadership, decision-making and action in providing a culture of teaching and learning focused on state content standards, teacher professional standards, and ongoing teacher development. Formerly offered as EADM 682.
EADM6683|EADM|6683|Resource Management of the Learning Institution|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential program; Have Preliminary Administrative Services Credential and hold administrative position in Local Educational Agency (LEA); EADM 6681, EADM 6682, EADM 6685, EADM 6686 or consent of program coordinatorSemester Corequisite:  EADM 6687 or consent of program coordinatorEstablishment of a safe, respectful learning environment with established structures, policies, and procedures and alignment of fiscal and human resources to focus on meeting the intellectual, linguistic, cultural, social-emotion, and physical needs of each learner. Formerly offered as EADM 683.
EADM6684|EADM|6684|Political, Legal, Cultural Context in Education|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential program, have a Preliminary Administrative Services Credential and hold an administrative position in a Local Educational Agency (LEA) and EADM 6681, EADM 6682, EADM 6683, EADM 6685, EADM 6686, EADM 6687 or consent of program coordinatorSemester Corequisite:  EADM 6688Focus on the role of educational leaders in the building of community relationships, effective communication, and influencing policies for equity, social justice, and ethics for the benefit of the learners.   Formerly offered as EADM 684.
EADM6685|EADM|6685|Coaching and Assessment Practicum I|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential program,  Have Preliminary Administrative Services Credential and administrative position in a Local Educational Agency (LEA)Semester Corequisite:  EADM 6681Provide the educational leader an individual assessment and support plan.  Student will work with a certified coach on development of their administrative skills based on the California Professional Standards for Educational Leaders (CPSEL). First of four courses in a sequence. Formerly offered as EADM 685.
EADM6686|EADM|6686|Coaching and Assessment Practicum II|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential program, have Preliminary Administrative Services Credential with administrative position in Local Educational Agency (LEA) and EADM 6681, EADM 6685 or consent of program coordinatorSemester Corequisite:  EADM 6682Provide the educational leaders an individual assessment and support plan.  Student will work with a certified coach on development of their administrative skills based on the California Professional Standards for Educational Leaders (CPSEL).  Second of four courses in a sequence. Formerly offered as EADM 686.
EADM6687|EADM|6687|Coaching and Assessment Practicum III|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential program; Have a Preliminary Administrative Services Credential with an administrative position in a Local Educational Agency (LEA); EADM 6681, EADM 6682, EADM 6685, EADM 6686 or consent of instructorSemester Corequisite:  EADM 6683Provide the educational leader an individual assessment and support plan.  Student with will work a certified coach on development of their administrative skills based on the California Professional Standards for Educational Leaders (CPSEL).  Third of four courses in a sequence.
EADM6688|EADM|6688|Coaching and Assessment Practicum IV|2|Semester Prerequisite:  Admission to the Administrative Services Professional Credential program, have a Preliminary Administrative Services Credential with an administrative position in a Local Educational Agency (LEA) and EADM 6681, EADM 6682, EADM 6683, EADM 6685, EADM 6686, EADM 6687 or consent of program coordinatorSemester Corequisite:  EADM 6684Provide the educational leader an individual assessment and support plan.  Student will work with a certified coach on development of their administrative skills based on the California Professional Standards for Educational Leaders (CPSEL).  Fourth of four courses in a sequence.
EADM6692|EADM|6692|Comprehensive Evaluation in Educational Administration|3|Semester Prerequisite:  Completion of courses for the program, advancement to candidacy and permission of program coordinator.  Quarter Prerequisite: Completion of courses for the program, Advancement to candidacy and permission of program coordinatorReview and preparation for the written comprehensive examination.  Case studies will be presented.  Formerly offered as EADM 692.
EADM6973|EADM|6973|Masters Thesis in Educational Administration|3|Semester Prerequisite:  Advancement to candidacy,  completion of program courses, and permission of program coordinator.   Quarter Prerequisite: Advancement to candidacy,  completion of program courses, and permission of program coordinatorIndependent graduate research in field of Educational Administration conducted under the direction of two program faculty members.   Formerly offered as EADM 699.
EADM6980|EADM|6980|Comprehensive Examination in Education Administration|0|Semester Prerequisite:  Advancement to candidacy, completion of all required courses,  Approval of the program coordinator and in good academic standing. Quarter Prerequisite: Advancement to candidacy, completion of all required courses,  Approval of department, and in good academic standingAn assessment of student's ability to integrate the knowledge in the area of educational administration, show critical and independent thinking, and mastery of the subject matter. Graded credit/no credit.  Formerly offered as EADM 999.
ECTS3350|ECTS|3350|Introduction to Career and Technical Studies|3|Quarter Prerequisite:  consent of instructorIntroduction to the history, philosophy, literature and organizations of comprehensive vocational, technical and occupational workforce development programs. Formerly offered as ECTS 3350.
ECTS4350|ECTS|4350|Trends and Issues in Career and Technical Programs|3|Assessment of students ability to integrate knowledge and demonstrate independent critical thinking skills through a capstone project relevant to Career and Technical Program subject matter content. Discussion of current trends and issues relevant to Regional Occupational Programs (ROP), adult education programs, and community college programs. Completion and submission of professional portfolio for Career and Technical Competency Evaluation (CTCE) by qualified faculty for recommended credit toward BCTS degree. Formerly offered as ECTS 435.
ECTS5010|ECTS|5010|Principles and Methods for Teaching Designated Subjects|3|Introduction to the principles and methods for teaching designated subjects. Offered as ECTS 5010 and ECTS 6010, students may not receive credit for both. Formerly offered as ECTS 501.
ECTS5015|ECTS|5015|Working Around the World|3|The effects of religion, language and culture, political structure, economics, and physical environment on the development of the workplace and people's perceptions of work and occupations.
ECTS5020|ECTS|5020|Instructional Support for Teaching Designated Subjects|3|Examination of instructional support for designated subjects with emphasis on program advisory committees, student placement, facilities planning, budgeting, student organizations, public relations, career advancement and educational philosophy. Offered as ECTS 5020 and ECTS 6020; students may not receive credit for both. Formerly offered as ECTS 502.
ECTS5025|ECTS|5025|Technological Literacy|3|This course explores technological concepts and their impact on individuals, society, and culture.  Technology as a human adaptive system and its relationship to sociological and ideological systems is discussed.
ECTS5030|ECTS|5030|Contemporary Issues in Teaching Designated Subjects|3|Examination of contemporary issues in designated subjects with emphasis on individual education plans, basic skills, school law, multicultural activities, special needs students, safety and performance assessment instruments. Offered as ECTS 5030 and ECTS 6030; students may not receive credit for both. Formerly offered as ECTS 530.
ECTS5035|ECTS|5035|Technology, Ethics, and Society|3|A framework for understanding how human societies transform themselves through technological innovation.  Ethical questions concerning the social effects of technological change.
ECTS5040|ECTS|5040|Principles of Career and Technical Education|3|History, philosophy and social significance of career and technical education, especially in California; investigation of the theories and application of the principles of career and technical education. Offered as ECTS 5040 and ECTS 6040; students may not receive credit for both. Formerly offered as ECTS 504.
ECTS5080|ECTS|5080|Organization and Structure of Career and Technical Programs|3|Investigation and application of principles of facility planning, budgeting, funding sources and related topics as they apply to career and technical programs. Offered as ECTS 5080 and ECTS 6080; students may not receive credit for both.  Formerly offered as ECTS 508.
ECTS5090|ECTS|5090|Personnel Management in Career and Technical Programs|3|Semester Prerequisite:  ECTS 5080 or ECTS 6080Principles of personnel selection, evaluation, supervision, school law, and related topics as they apply to career and technical programs. Offered as ECTS 5090 and ECTS 6090; students may not receive credit for both. Formerly offered as ECTS 509.
ECTS5100|ECTS|5100|Field Work in Coordination and Supervision of Career and Technical Programs|3|Semester Prerequisite:  ECTS 5090 or ECTS 6090Supervised field work in supervision and coordination of career and technical programs. Students will contract to perform administrative tasks related to site-based instructional programs. Offered as ECTS 5100 and ECTS 6100; students may not receive credit for both. Formerly offered as ECTS 510.
ECTS5180|ECTS|5180|Field Work in Designated Subjects|3|Quarter Corequisite:  ECTS 501 and consent of instructorSupervised field work for the Designated Subjects Teaching Credential. Includes lesson planning and instructional delivery in an actual teaching environment with evaluation of teaching performance by the on-site supervisor. Offered as ECTS 5180 and ECTS 6180; students may not receive credit for both. Formerly offered as ECTS 518.
ECTS5190|ECTS|5190|Instructional Technology for Career and Technical Educators|3|Application of instructional technology to prepare written, graphic, data base, telecommunication and interactive media materials that accommodate diverse populations in career and technical education with an emphasis on English learner needs. Offered as ECTS 5190 and ECTS 6190; students may not receive credit for both. Formerly offered as ECTS 519.
ECTS5200|ECTS|5200|Curriculum Development for Career and Technical Programs|3|Theory and principles of curriculum development as they apply to vocational, occupational and professional courses. Students will develop a complete curriculum for a course that they could teach. Offered as ECTS 5200 and ECTS 6200; students may not receive credit for both. Formerly offered as ECTS 520.
ECTS5210|ECTS|5210|Assessing Student Progress|3|The development and use of evaluation instruments such as written tests, and criterion-referenced and norm-referenced evaluations. Offered as ECTS 5210 and ECTS 6210; students may not receive credit for both. Formerly offered as ECTS 521.
ECTS5220|ECTS|5220|Directing and Managing Occupational Programs|3|Principles and techniques of design, implementation, management and evaluation of training organizations and programs. Offered as ECTS 5220 and ECTS 6220; students may not receive credit for both. Formerly offered as ECTS 522.
ECTS5230|ECTS|5230|Learning Theory and Instructional Research|3|Application of psychological principles to learning processes relevant to all learners. Focus is on informed decisions about psycho-educational designs which will maximize individual development in cognitive, affective, and psychomotor areas. Offered as ECTS 5230 and ECTS 6230; students may not receive credit for both. Formerly offered as ECTS 523.
ECTS5410|ECTS|5410|Topics in Career and technical Education|3|Study of selected areas of education topics to be determined by the instructor. May be repeated for credit with consent of the instructor as topics change. Offered as ECTS 5410 and ECTS 6410, students may not receive credit for both courses with the same topic.  Formerly offered as ECTS 540.
ECTS5421|ECTS|5421|Seminar in Designated Subjects Education|1|Quarter Prerequisite:  graduate standing or consent of instructorIntensive study of topics and problems in education. May be repeated for credit as subject matter changes and with consent of instructor. Offered as ECTS 5421 and ECTS 6421; students may not receive credit for both courses with the same topic.  Formerly offered as ECTS 542.
ECTS5422|ECTS|5422|Seminar in Designated Subjects Education|2|Quarter Prerequisite:  graduate standing or consent of instructorIntensive study of topics and problems in education. May be repeated for credit as subject matter changes and with consent of instructor. Offered as ECTS 5422 and ECTS 6422; students may not receive credit for both courses with the same topic. Formerly offered as ECTS 542B.
ECTS5423|ECTS|5423|Seminar in Designated Subjects Education|3|Quarter Prerequisite:  graduate standing or consent of instructorIntensive study of topics and problems in education. May be repeated for credit as subject matter changes and with consent of instructor. Offered as ECTS 5423 and ECTS 6423; students may not receive credit for both courses with the same topic. Formerly offered as ECTS 5423.
ECTS5500|ECTS|5500|Engineering for Educators|3|This course is designed for those professionals teaching Engineering and Technology courses K-12. The course covers analysis and implementation of effective learning, thinking, modeling, and tool practices as well as standards associated with high quality teaching and leadership in Engineering and Technology education. Offered as ECTS 5500 and ECTS 6500; students may not receive credit for both.
ECTS5560|ECTS|5560|Graduate Intensive Academic Writing|3|Writing related to education including documented research reports, evaluations, and analytical papers. Revision and rewriting will be required. Course fulfills the upper-division writing requirement.
ECTS5951|ECTS|5951|Independent study in designated subjects|1|Independent study in designated subjects as needed to fulfill graduation requirements. Individualized course requirements will be specified in each course syllabi to meet necessary standards and evaluative measures. Department consent required.
ECTS5952|ECTS|5952|Independent study in designated subjects|2|Independent study in designated subjects as needed to fulfill graduation requirements. Individualized course requirements will be specified in each course syllabi to meet necessary standards and evaluative measures. Department consent required.
ECTS5953|ECTS|5953|Independent study in designated subjects|3|Independent study in designated subjects as needed to fulfill graduation requirements. Individualized course requirements will be specified in each course syllabi to meet necessary standards and evaluative measures. Department consent required.
ECTS6001|ECTS|6001|Independent study in designated subjects|1|Independent study in designated subjects as needed to fulfill graduation requirements. Individualized course requirements will be specified in each course syllabi to meet necessary standards and evaluative measures. Department consent required.
ECTS6002|ECTS|6002|Independent study in designated subjects|2|Independent study in designated subjects as needed to fulfill graduation requirements. Individualized course requirements will be specified in each course syllabi to meet necessary standards and evaluative measures. Department consent required.
ECTS6003|ECTS|6003|Independent study in designated subjects|3|Independent study in designated subjects as needed to fulfill graduation requirements. Individualized course requirements will be specified in each course syllabi to meet necessary standards and evaluative measures. Department consent required.
ECTS6010|ECTS|6010|Principles and Methods for Teaching Designated Subjects|3|Introduction to the principles and methods for teaching designated subjects. Offered as ECTS 5010 and ECTS 6010, students may not receive credit for both. Formerly offered as ECTS 501.
ECTS6015|ECTS|6015|Working Around the World|3|The effects of religion, language and culture, political structure, economics, and physical environment on the development of the workplace and people's perceptions of work and occupations.
ECTS6020|ECTS|6020|Instructional Support for Teaching Designated Subjects|3|Examination of instructional support for designated subjects with emphasis on program advisory committees, student placement, facilities planning, budgeting, student organizations, public relations, career advancement and educational philosophy. Offered as ECTS 5020 and ECTS 6020; students may not receive credit for both. Formerly offered as ECTS 502.
ECTS6025|ECTS|6025|Technological Literacy|3|This course explores technological concepts and their impact on individuals, society, and culture.  Technology as a human adaptive system and its relationship to sociological and ideological systems is discussed.
ECTS6030|ECTS|6030|Contemporary Issues in Teaching Designated Subjects|3|Examination of contemporary issues in designated subjects with emphasis on individual education plans, basic skills, school law, multicultural activities, special needs students, safety and performance assessment instruments. Offered as ECTS 5030 and ECTS 6030; students may not receive credit for both. Formerly offered as ECTS 530.
ECTS6035|ECTS|6035|Technology, Ethics, and Society|3|A framework for understanding how human societies transform themselves through technological innovation.  Ethical questions concerning the social effects of technological change.
ECTS6040|ECTS|6040|Principles of Career and Technical Education|3|History, philosophy and social significance of career and technical education, especially in California; investigation of the theories and application of the principles of career and technical education. Offered as ECTS 5040 and ECTS 6040; students may not receive credit for both. Formerly offered as ECTS 504.
ECTS6080|ECTS|6080|Organization and Structure of Career and Technical Programs|3|Investigation and application of principles of facility planning, budgeting, funding sources and related topics as they apply to career and technical programs. Offered as ECTS 5080 and ECTS 6080; students may not receive credit for both.  Formerly offered as ECTS 508.
ECTS6090|ECTS|6090|Personnel Management in Career and Technical Programs|3|Semester Prerequisite:  ECTS 5080 or ECTS 6080Principles of personnel selection, evaluation, supervision, school law, and related topics as they apply to career and technical programs. Offered as ECTS 5090 and ECTS 6090; students may not receive credit for both. Formerly offered as ECTS 509.
