ID|ID_Course|ID_Room|ID_Building|ID_Instructor|Start_Time|End_Time|Days|Max_Cap|Max_Wait 
1287|853|207|23|79|15:00:00|16:00:00|1|30|20
1288|853|957|44|84|14:00:00|13:00:00|1|30|20
1289|854|90|18|11|15:00:00|9:00:00|1|30|20
1290|855|536|31|76|19:00:00|15:00:00|1|30|20
1291|855|80|32|51|15:00:00|11:00:00|1|30|20
1292|856|3|10|29|11:00:00|16:00:00|1|30|20
1293|856|117|43|11|17:00:00|18:00:00|1|30|20
1294|857|30|45|88|13:00:00|13:00:00|1|30|20
1295|858|493|26|63|12:00:00|11:00:00|1|30|20
1296|859|489|33|31|20:00:00|15:00:00|1|30|20
1297|859|336|26|62|20:00:00|17:00:00|1|30|20
1298|860|583|31|101|16:00:00|20:00:00|1|30|20
1299|860|464|45|25|16:00:00|12:00:00|1|30|20
1300|861|487|34|98|15:00:00|16:00:00|1|30|20
1301|861|342|40|51|18:00:00|15:00:00|1|30|20
1302|862|438|43|71|17:00:00|15:00:00|1|30|20
1303|863|965|46|121|19:00:00|18:00:00|1|30|20
1304|864|5|10|114|19:00:00|17:00:00|1|30|20
1305|864|381|31|26|11:00:00|10:00:00|1|30|20
1306|865|468|33|32|18:00:00|18:00:00|1|30|20
1307|865|266|43|63|13:00:00|13:00:00|1|30|20
1308|866|339|29|116|18:00:00|12:00:00|1|30|20
1309|866|486|31|121|15:00:00|9:00:00|1|30|20
1310|867|522|27|95|13:00:00|10:00:00|1|30|20
1311|868|330|17|98|18:00:00|20:00:00|1|30|20
1312|869|96|27|47|12:00:00|14:00:00|1|30|20
1313|870|635|41|86|10:00:00|15:00:00|1|30|20
1314|871|170|14|84|17:00:00|12:00:00|1|30|20
1315|872|809|39|14|10:00:00|14:00:00|1|30|20
1316|872|588|32|79|16:00:00|20:00:00|1|30|20
1317|873|523|40|28|14:00:00|9:00:00|1|30|20
1318|873|494|42|44|13:00:00|11:00:00|1|30|20
1319|874|716|38|73|9:00:00|12:00:00|1|30|20
1320|874|736|39|112|11:00:00|16:00:00|1|30|20
1321|875|144|15|110|14:00:00|17:00:00|1|30|20
1322|876|436|25|108|18:00:00|14:00:00|1|30|20
1323|876|365|17|13|16:00:00|15:00:00|1|30|20
1324|877|235|25|56|18:00:00|14:00:00|1|30|20
1325|878|196|33|52|14:00:00|14:00:00|1|30|20
1326|879|1041|43|107|18:00:00|19:00:00|1|30|20
1327|880|544|25|51|13:00:00|15:00:00|1|30|20
1328|881|282|25|35|20:00:00|11:00:00|1|30|20
1329|881|462|38|16|17:00:00|11:00:00|1|30|20
1330|882|199|41|82|18:00:00|18:00:00|1|30|20
1331|883|49|21|26|11:00:00|18:00:00|1|30|20
1332|884|917|39|23|17:00:00|17:00:00|1|30|20
1333|884|228|24|71|9:00:00|13:00:00|1|30|20
1334|885|71|40|106|15:00:00|15:00:00|1|30|20
1335|886|335|14|48|18:00:00|12:00:00|1|30|20
1336|887|284|27|60|20:00:00|17:00:00|1|30|20
1337|887|174|41|73|20:00:00|14:00:00|1|30|20
1338|888|669|40|65|17:00:00|17:00:00|1|30|20
1339|888|589|43|25|17:00:00|11:00:00|1|30|20
1340|889|478|46|117|18:00:00|16:00:00|1|30|20
1341|890|602|38|72|18:00:00|10:00:00|1|30|20
1342|890|584|37|83|18:00:00|13:00:00|1|30|20
1343|891|359|17|81|10:00:00|15:00:00|1|30|20
1344|891|203|45|108|18:00:00|15:00:00|1|30|20
1345|892|123|14|2|16:00:00|14:00:00|1|30|20
1346|893|32|5|46|20:00:00|17:00:00|1|30|20
1347|894|241|30|6|11:00:00|13:00:00|1|30|20
1348|895|560|39|82|18:00:00|13:00:00|1|30|20
1349|895|8|38|15|15:00:00|9:00:00|1|30|20
1350|896|451|30|9|16:00:00|17:00:00|1|30|20
1351|896|265|43|46|16:00:00|15:00:00|1|30|20
1352|897|834|46|17|15:00:00|13:00:00|1|30|20
1353|897|534|43|16|17:00:00|14:00:00|1|30|20
1354|898|177|23|76|19:00:00|16:00:00|1|30|20
1355|899|814|42|49|11:00:00|15:00:00|1|30|20
1356|900|2|30|28|18:00:00|12:00:00|1|30|20
1357|900|629|40|91|19:00:00|16:00:00|1|30|20
1358|901|627|42|88|18:00:00|18:00:00|1|30|20
1359|901|46|42|94|16:00:00|20:00:00|1|30|20
1360|902|420|25|82|14:00:00|20:00:00|1|30|20
1361|902|355|18|106|12:00:00|13:00:00|1|30|20
1362|903|443|36|15|16:00:00|13:00:00|1|30|20
1363|904|378|31|35|18:00:00|20:00:00|1|30|20
1364|904|916|44|123|11:00:00|12:00:00|1|30|20
1365|905|816|46|3|19:00:00|12:00:00|1|30|20
1366|905|285|40|113|18:00:00|13:00:00|1|30|20
1367|906|189|29|5|10:00:00|15:00:00|1|30|20
1368|907|27|12|120|9:00:00|20:00:00|1|30|20
1369|907|872|46|12|20:00:00|20:00:00|1|30|20
1370|908|28|46|105|9:00:00|13:00:00|1|30|20
1371|908|6|14|58|20:00:00|16:00:00|1|30|20
1372|909|777|44|49|10:00:00|14:00:00|1|30|20
1373|910|115|37|48|9:00:00|19:00:00|1|30|20
1374|910|757|36|71|10:00:00|15:00:00|1|30|20
1375|911|9|2|124|20:00:00|16:00:00|1|30|20
1376|912|573|28|32|9:00:00|15:00:00|1|30|20
1377|912|71|36|120|17:00:00|16:00:00|1|30|20
1378|913|479|26|105|16:00:00|15:00:00|1|30|20
1379|913|707|40|35|11:00:00|10:00:00|1|30|20
1380|914|404|38|89|18:00:00|20:00:00|1|30|20
1381|914|4|7|32|13:00:00|12:00:00|1|30|20
1382|915|812|40|43|12:00:00|14:00:00|1|30|20
1383|916|189|44|27|15:00:00|18:00:00|1|30|20
1384|916|286|46|2|14:00:00|11:00:00|1|30|20
1385|917|189|33|93|15:00:00|19:00:00|1|30|20
1386|917|365|44|100|14:00:00|12:00:00|1|30|20
1387|918|177|27|20|12:00:00|14:00:00|1|30|20
1388|919|666|35|38|9:00:00|12:00:00|1|30|20
1389|920|524|35|124|11:00:00|11:00:00|1|30|20
1390|921|16|25|65|9:00:00|9:00:00|1|30|20
1391|921|102|10|11|17:00:00|9:00:00|1|30|20
1392|922|509|36|74|18:00:00|10:00:00|1|30|20
1393|923|193|12|5|9:00:00|14:00:00|1|30|20
1394|924|191|12|4|18:00:00|10:00:00|1|30|20
1395|924|697|43|69|18:00:00|15:00:00|1|30|20
1396|925|20|26|18|18:00:00|13:00:00|1|30|20
1397|925|69|11|28|20:00:00|12:00:00|1|30|20
1398|926|735|40|112|17:00:00|11:00:00|1|30|20
1399|927|276|33|84|20:00:00|19:00:00|1|30|20
1400|927|14|37|40|9:00:00|13:00:00|1|30|20
1401|928|79|7|88|10:00:00|18:00:00|1|30|20
1402|928|58|30|19|13:00:00|13:00:00|1|30|20
1403|929|249|14|74|20:00:00|12:00:00|1|30|20
1404|930|341|34|99|12:00:00|18:00:00|1|30|20
1405|930|7|20|59|19:00:00|19:00:00|1|30|20
1406|931|221|23|4|9:00:00|18:00:00|1|30|20
1407|932|898|38|45|19:00:00|11:00:00|1|30|20
1408|932|480|30|115|10:00:00|19:00:00|1|30|20
1409|933|588|30|58|20:00:00|12:00:00|1|30|20
1410|934|746|40|17|16:00:00|19:00:00|1|30|20
1411|935|806|36|83|12:00:00|13:00:00|1|30|20
1412|936|374|32|63|14:00:00|17:00:00|1|30|20
1413|936|696|43|33|20:00:00|13:00:00|1|30|20
1414|937|984|41|109|12:00:00|12:00:00|1|30|20
1415|937|239|41|12|16:00:00|15:00:00|1|30|20
1416|938|97|40|99|15:00:00|9:00:00|1|30|20
1417|939|464|44|19|18:00:00|11:00:00|1|30|20
1418|940|609|36|56|16:00:00|20:00:00|1|30|20
1419|941|1002|43|66|17:00:00|11:00:00|1|30|20
1420|942|115|6|6|19:00:00|20:00:00|1|30|20
1421|943|989|42|48|16:00:00|19:00:00|1|30|20
1422|944|725|39|49|9:00:00|14:00:00|1|30|20
1423|945|34|41|36|17:00:00|16:00:00|1|30|20
1424|946|38|33|37|9:00:00|13:00:00|1|30|20
1425|946|555|25|19|10:00:00|13:00:00|1|30|20
1426|947|87|14|91|16:00:00|16:00:00|1|30|20
1427|947|766|33|88|18:00:00|12:00:00|1|30|20
1428|948|193|11|19|18:00:00|17:00:00|1|30|20
1429|948|285|17|56|9:00:00|9:00:00|1|30|20
1430|949|335|14|90|11:00:00|15:00:00|1|30|20
1431|949|647|41|107|20:00:00|17:00:00|1|30|20
1432|950|551|28|100|18:00:00|16:00:00|1|30|20
1433|951|683|44|33|17:00:00|20:00:00|1|30|20
1434|951|231|40|35|14:00:00|11:00:00|1|30|20
1435|952|822|39|61|11:00:00|15:00:00|1|30|20
1436|953|85|23|41|17:00:00|15:00:00|1|30|20
1437|953|223|43|61|13:00:00|19:00:00|1|30|20
1438|954|916|38|75|19:00:00|13:00:00|1|30|20
1439|955|144|24|14|10:00:00|13:00:00|1|30|20
1440|956|139|43|86|11:00:00|11:00:00|1|30|20
1441|957|662|35|24|15:00:00|19:00:00|1|30|20
1442|957|207|38|74|19:00:00|15:00:00|1|30|20
1443|958|75|22|84|12:00:00|11:00:00|1|30|20
1444|959|156|42|48|16:00:00|15:00:00|1|30|20
1445|959|12|24|37|12:00:00|14:00:00|1|30|20
1446|960|83|6|113|19:00:00|18:00:00|1|30|20
1447|960|277|35|34|9:00:00|16:00:00|1|30|20
1448|961|339|37|40|19:00:00|17:00:00|1|30|20
1449|962|934|43|28|9:00:00|19:00:00|1|30|20
1450|962|227|30|97|16:00:00|12:00:00|1|30|20
1451|963|360|34|78|20:00:00|13:00:00|1|30|20
1452|963|69|9|8|15:00:00|20:00:00|1|30|20
1453|964|617|26|102|19:00:00|20:00:00|1|30|20
1454|965|141|23|119|12:00:00|13:00:00|1|30|20
1455|966|297|44|16|14:00:00|19:00:00|1|30|20
1456|967|445|41|88|18:00:00|13:00:00|1|30|20
1457|967|830|46|68|9:00:00|12:00:00|1|30|20
1458|968|454|38|55|12:00:00|11:00:00|1|30|20
1459|968|485|39|9|17:00:00|19:00:00|1|30|20
1460|969|775|41|96|9:00:00|20:00:00|1|30|20
1461|969|497|27|111|9:00:00|14:00:00|1|30|20
1462|970|765|44|118|13:00:00|19:00:00|1|30|20
1463|971|811|40|75|19:00:00|17:00:00|1|30|20
1464|972|517|29|50|12:00:00|11:00:00|1|30|20
1465|973|211|44|17|20:00:00|15:00:00|1|30|20
1466|973|324|17|101|17:00:00|17:00:00|1|30|20
1467|974|785|42|116|20:00:00|18:00:00|1|30|20
1468|974|86|16|24|17:00:00|15:00:00|1|30|20
1469|975|25|7|70|16:00:00|20:00:00|1|30|20
1470|975|329|33|108|13:00:00|10:00:00|1|30|20
1471|976|121|22|117|12:00:00|19:00:00|1|30|20
1472|977|1061|45|18|17:00:00|16:00:00|1|30|20
1473|977|135|44|107|14:00:00|18:00:00|1|30|20
1474|978|497|45|23|18:00:00|17:00:00|1|30|20
1475|979|30|36|86|9:00:00|10:00:00|1|30|20
1476|979|686|36|29|13:00:00|9:00:00|1|30|20
1477|980|821|35|114|19:00:00|9:00:00|1|30|20
1478|980|181|16|32|19:00:00|17:00:00|1|30|20
1479|981|50|3|67|10:00:00|19:00:00|1|30|20
1480|982|409|31|86|15:00:00|20:00:00|1|30|20
1481|983|655|33|44|14:00:00|15:00:00|1|30|20
1482|984|295|40|80|10:00:00|10:00:00|1|30|20
1483|985|46|31|23|15:00:00|9:00:00|1|30|20
1484|985|223|18|81|19:00:00|11:00:00|1|30|20
1485|986|479|21|106|18:00:00|18:00:00|1|30|20
1486|986|600|36|23|18:00:00|15:00:00|1|30|20
1487|987|327|35|73|18:00:00|10:00:00|1|30|20
1488|987|50|4|52|11:00:00|9:00:00|1|30|20
1489|988|85|10|100|15:00:00|19:00:00|1|30|20
1490|988|160|33|20|20:00:00|15:00:00|1|30|20
1491|989|147|32|44|11:00:00|18:00:00|1|30|20
1492|989|161|25|32|9:00:00|15:00:00|1|30|20
1493|990|270|38|84|15:00:00|9:00:00|1|30|20
1494|990|329|33|107|15:00:00|18:00:00|1|30|20
1495|991|92|46|68|13:00:00|16:00:00|1|30|20
1496|992|411|27|70|10:00:00|14:00:00|1|30|20
1497|993|375|26|56|19:00:00|16:00:00|1|30|20
1498|994|285|30|7|16:00:00|11:00:00|1|30|20
1499|994|459|42|10|18:00:00|19:00:00|1|30|20
1500|995|237|35|106|10:00:00|20:00:00|1|30|20
1501|996|92|9|98|17:00:00|13:00:00|1|30|20
1502|996|237|18|11|13:00:00|19:00:00|1|30|20
1503|997|612|37|114|11:00:00|13:00:00|1|30|20
1504|998|120|45|90|15:00:00|14:00:00|1|30|20
1505|999|368|35|2|17:00:00|12:00:00|1|30|20
1506|999|20|45|46|11:00:00|13:00:00|1|30|20
1507|1000|112|17|91|17:00:00|18:00:00|1|30|20
1508|1001|660|32|121|17:00:00|20:00:00|1|30|20
1509|1002|636|37|88|18:00:00|12:00:00|1|30|20
1510|1002|617|39|38|15:00:00|18:00:00|1|30|20
1511|1003|269|20|121|17:00:00|11:00:00|1|30|20
1512|1003|736|32|31|14:00:00|20:00:00|1|30|20
1513|1004|104|28|15|15:00:00|20:00:00|1|30|20
1514|1004|534|35|5|16:00:00|18:00:00|1|30|20
1515|1005|21|18|17|10:00:00|17:00:00|1|30|20
1516|1006|239|10|118|9:00:00|10:00:00|1|30|20
1517|1007|612|37|74|16:00:00|9:00:00|1|30|20
1518|1008|240|23|22|15:00:00|20:00:00|1|30|20
1519|1008|608|31|117|11:00:00|12:00:00|1|30|20
1520|1009|47|16|82|15:00:00|17:00:00|1|30|20
1521|1009|650|28|23|11:00:00|11:00:00|1|30|20
1522|1010|131|39|58|18:00:00|19:00:00|1|30|20
1523|1011|42|14|47|19:00:00|10:00:00|1|30|20
1524|1011|203|44|103|19:00:00|13:00:00|1|30|20
1525|1012|742|32|70|11:00:00|20:00:00|1|30|20
1526|1012|109|18|121|12:00:00|15:00:00|1|30|20
1527|1013|118|23|107|11:00:00|12:00:00|1|30|20
1528|1014|80|8|37|11:00:00|14:00:00|1|30|20
1529|1015|745|37|65|20:00:00|17:00:00|1|30|20
1530|1015|679|36|9|12:00:00|12:00:00|1|30|20
1531|1016|248|29|70|14:00:00|9:00:00|1|30|20
1532|1017|811|38|73|13:00:00|11:00:00|1|30|20
1533|1018|672|41|106|14:00:00|16:00:00|1|30|20
1534|1019|775|35|2|9:00:00|18:00:00|1|30|20
1535|1019|270|19|78|18:00:00|19:00:00|1|30|20
1536|1020|227|38|118|16:00:00|14:00:00|1|30|20
1537|1020|499|33|88|13:00:00|17:00:00|1|30|20
1538|1021|1035|45|65|14:00:00|13:00:00|1|30|20
1539|1022|306|25|77|12:00:00|15:00:00|1|30|20
1540|1022|182|31|70|11:00:00|13:00:00|1|30|20
1541|1023|607|35|48|11:00:00|9:00:00|1|30|20
1542|1023|737|37|17|9:00:00|12:00:00|1|30|20
1543|1024|688|33|109|10:00:00|9:00:00|1|30|20
1544|1025|474|29|65|17:00:00|20:00:00|1|30|20
1545|1025|328|41|97|15:00:00|10:00:00|1|30|20
1546|1026|168|40|99|15:00:00|10:00:00|1|30|20
1547|1027|14|32|30|11:00:00|19:00:00|1|30|20
1548|1027|259|33|79|18:00:00|10:00:00|1|30|20
1549|1028|518|33|10|9:00:00|9:00:00|1|30|20
1550|1029|697|34|87|9:00:00|14:00:00|1|30|20
1551|1030|394|34|113|19:00:00|10:00:00|1|30|20
1552|1030|195|36|97|15:00:00|13:00:00|1|30|20
1553|1031|183|29|105|18:00:00|17:00:00|1|30|20
1554|1032|195|34|97|13:00:00|12:00:00|1|30|20
1555|1033|1050|44|72|13:00:00|10:00:00|1|30|20
1556|1034|625|41|111|16:00:00|19:00:00|1|30|20
1557|1034|377|18|62|17:00:00|20:00:00|1|30|20
1558|1035|192|25|120|19:00:00|20:00:00|1|30|20
1559|1035|221|19|70|20:00:00|9:00:00|1|30|20
1560|1036|763|45|43|10:00:00|11:00:00|1|30|20
1561|1037|365|32|17|10:00:00|13:00:00|1|30|20
1562|1037|408|32|99|14:00:00|16:00:00|1|30|20
1563|1038|343|27|67|10:00:00|13:00:00|1|30|20
1564|1039|339|15|89|11:00:00|20:00:00|1|30|20
1565|1040|59|46|90|18:00:00|16:00:00|1|30|20
1566|1040|521|28|39|15:00:00|14:00:00|1|30|20
1567|1041|691|30|35|20:00:00|12:00:00|1|30|20
1568|1042|88|4|116|9:00:00|14:00:00|1|30|20
1569|1042|145|23|92|9:00:00|10:00:00|1|30|20
1570|1043|124|40|1|19:00:00|10:00:00|1|30|20
1571|1043|847|41|90|10:00:00|17:00:00|1|30|20
1572|1044|380|37|113|13:00:00|14:00:00|1|30|20
1573|1044|615|31|76|10:00:00|19:00:00|1|30|20
1574|1045|247|20|27|9:00:00|14:00:00|1|30|20
1575|1046|250|25|93|10:00:00|16:00:00|1|30|20
1576|1047|247|30|90|10:00:00|19:00:00|1|30|20
1577|1048|299|35|89|11:00:00|13:00:00|1|30|20
1578|1048|75|30|84|10:00:00|20:00:00|1|30|20
1579|1049|457|42|10|20:00:00|15:00:00|1|30|20
1580|1049|757|44|38|9:00:00|13:00:00|1|30|20
1581|1050|489|40|8|12:00:00|20:00:00|1|30|20
1582|1050|983|45|107|16:00:00|10:00:00|1|30|20
1583|1051|1|23|13|17:00:00|16:00:00|1|30|20
1584|1051|253|35|114|10:00:00|20:00:00|1|30|20
1585|1052|49|4|42|12:00:00|19:00:00|1|30|20
1586|1053|540|34|40|18:00:00|15:00:00|1|30|20
1587|1053|76|30|124|10:00:00|11:00:00|1|30|20
1588|1054|417|40|76|18:00:00|20:00:00|1|30|20
1589|1055|660|33|18|20:00:00|12:00:00|1|30|20
1590|1055|526|24|52|14:00:00|13:00:00|1|30|20
1591|1056|1037|46|57|17:00:00|14:00:00|1|30|20
1592|1056|68|14|13|18:00:00|15:00:00|1|30|20
1593|1057|115|21|62|18:00:00|13:00:00|1|30|20
1594|1057|616|41|14|16:00:00|9:00:00|1|30|20
1595|1058|360|16|114|20:00:00|9:00:00|1|30|20
1596|1058|849|37|57|16:00:00|13:00:00|1|30|20
1597|1059|27|7|17|13:00:00|9:00:00|1|30|20
1598|1060|371|37|8|14:00:00|10:00:00|1|30|20
1599|1060|777|33|17|18:00:00|14:00:00|1|30|20
1600|1061|156|20|83|14:00:00|16:00:00|1|30|20
1601|1061|686|37|17|14:00:00|9:00:00|1|30|20
1602|1062|840|38|22|20:00:00|15:00:00|1|30|20
1603|1062|505|25|47|13:00:00|13:00:00|1|30|20
1604|1063|290|38|80|12:00:00|14:00:00|1|30|20
1605|1063|300|42|96|18:00:00|17:00:00|1|30|20
1606|1064|15|13|24|14:00:00|15:00:00|1|30|20
1607|1065|490|36|53|10:00:00|17:00:00|1|30|20
1608|1065|135|45|35|9:00:00|11:00:00|1|30|20
1609|1066|197|27|48|12:00:00|11:00:00|1|30|20
1610|1066|262|34|24|19:00:00|12:00:00|1|30|20
1611|1067|99|30|75|18:00:00|16:00:00|1|30|20
1612|1067|29|3|5|14:00:00|18:00:00|1|30|20
1613|1068|81|16|30|20:00:00|9:00:00|1|30|20
1614|1068|903|46|84|18:00:00|20:00:00|1|30|20
1615|1069|716|46|74|16:00:00|19:00:00|1|30|20
1616|1070|254|17|82|15:00:00|14:00:00|1|30|20
1617|1071|455|34|28|17:00:00|16:00:00|1|30|20
1618|1071|493|38|12|13:00:00|10:00:00|1|30|20
1619|1072|456|32|109|10:00:00|19:00:00|1|30|20
1620|1073|524|28|76|9:00:00|11:00:00|1|30|20
1621|1074|626|44|44|20:00:00|17:00:00|1|30|20
1622|1075|339|46|12|20:00:00|19:00:00|1|30|20
1623|1075|405|35|76|19:00:00|18:00:00|1|30|20
1624|1076|218|34|57|9:00:00|9:00:00|1|30|20
1625|1077|214|41|22|10:00:00|18:00:00|1|30|20
1626|1078|26|22|24|11:00:00|15:00:00|1|30|20
1627|1078|467|24|118|19:00:00|19:00:00|1|30|20
1628|1079|328|29|4|19:00:00|15:00:00|1|30|20
1629|1080|73|18|107|14:00:00|12:00:00|1|30|20
1630|1081|212|15|105|17:00:00|15:00:00|1|30|20
1631|1082|41|34|121|11:00:00|16:00:00|1|30|20
1632|1083|76|43|22|10:00:00|18:00:00|1|30|20
1633|1084|466|46|118|16:00:00|13:00:00|1|30|20
1634|1085|225|43|92|19:00:00|17:00:00|1|30|20
1635|1085|468|41|11|9:00:00|20:00:00|1|30|20
1636|1086|38|18|60|17:00:00|20:00:00|1|30|20
1637|1087|196|32|104|12:00:00|9:00:00|1|30|20
1638|1088|554|40|74|13:00:00|20:00:00|1|30|20
1639|1088|432|45|38|16:00:00|15:00:00|1|30|20
1640|1089|589|41|76|14:00:00|14:00:00|1|30|20
1641|1089|11|37|59|17:00:00|12:00:00|1|30|20
1642|1090|202|20|4|10:00:00|19:00:00|1|30|20
1643|1091|155|41|75|9:00:00|11:00:00|1|30|20
1644|1092|104|24|36|17:00:00|11:00:00|1|30|20
1645|1093|126|11|44|17:00:00|14:00:00|1|30|20
1646|1094|767|40|18|9:00:00|10:00:00|1|30|20
1647|1094|490|26|108|20:00:00|9:00:00|1|30|20
1648|1095|563|37|29|10:00:00|17:00:00|1|30|20
1649|1095|32|22|18|11:00:00|18:00:00|1|30|20
1650|1096|508|38|96|10:00:00|17:00:00|1|30|20
1651|1097|552|25|122|16:00:00|9:00:00|1|30|20
1652|1097|878|41|31|11:00:00|15:00:00|1|30|20
1653|1098|92|19|47|16:00:00|18:00:00|1|30|20
1654|1099|748|33|48|16:00:00|17:00:00|1|30|20
1655|1099|529|24|9|16:00:00|20:00:00|1|30|20
1656|1100|17|45|86|20:00:00|19:00:00|1|30|20
1657|1100|346|45|86|16:00:00|14:00:00|1|30|20
1658|1101|210|39|61|13:00:00|13:00:00|1|30|20
1659|1101|570|25|30|15:00:00|19:00:00|1|30|20
1660|1102|383|29|104|19:00:00|16:00:00|1|30|20
1661|1103|60|43|66|20:00:00|20:00:00|1|30|20
1662|1103|88|9|83|11:00:00|11:00:00|1|30|20
1663|1104|34|13|98|13:00:00|18:00:00|1|30|20
1664|1105|150|13|58|15:00:00|11:00:00|1|30|20
1665|1105|401|27|26|9:00:00|16:00:00|1|30|20
1666|1106|457|30|104|16:00:00|20:00:00|1|30|20
1667|1106|75|41|68|18:00:00|13:00:00|1|30|20
1668|1107|629|44|25|19:00:00|12:00:00|1|30|20
1669|1107|114|25|113|10:00:00|17:00:00|1|30|20
1670|1108|60|43|42|10:00:00|9:00:00|1|30|20
1671|1108|102|46|48|12:00:00|20:00:00|1|30|20
1672|1109|686|43|95|20:00:00|20:00:00|1|30|20
1673|1110|537|34|15|16:00:00|11:00:00|1|30|20
1674|1111|70|37|24|12:00:00|15:00:00|1|30|20
1675|1111|194|23|73|16:00:00|9:00:00|1|30|20
1676|1112|32|11|57|15:00:00|14:00:00|1|30|20
1677|1113|219|12|121|15:00:00|17:00:00|1|30|20
1678|1113|553|46|63|11:00:00|10:00:00|1|30|20
1679|1114|185|42|78|15:00:00|19:00:00|1|30|20
1680|1115|777|38|49|9:00:00|12:00:00|1|30|20
1681|1115|31|44|116|18:00:00|9:00:00|1|30|20
1682|1116|644|37|124|9:00:00|11:00:00|1|30|20
1683|1116|770|33|9|11:00:00|20:00:00|1|30|20
1684|1117|101|41|114|20:00:00|17:00:00|1|30|20
1685|1117|79|32|92|13:00:00|12:00:00|1|30|20
1686|1118|13|36|90|12:00:00|11:00:00|1|30|20
1687|1118|405|41|101|17:00:00|14:00:00|1|30|20
1688|1119|757|33|56|9:00:00|14:00:00|1|30|20
1689|1119|611|28|44|12:00:00|10:00:00|1|30|20
1690|1120|281|33|73|11:00:00|16:00:00|1|30|20
1691|1121|742|46|65|19:00:00|19:00:00|1|30|20
1692|1122|682|29|97|17:00:00|11:00:00|1|30|20
1693|1122|956|43|5|11:00:00|20:00:00|1|30|20
1694|1123|346|30|73|14:00:00|16:00:00|1|30|20
1695|1124|356|20|97|20:00:00|15:00:00|1|30|20
1696|1124|335|14|25|12:00:00|14:00:00|1|30|20
1697|1125|294|38|118|20:00:00|15:00:00|1|30|20
1698|1125|173|23|113|20:00:00|18:00:00|1|30|20
1699|1126|199|29|37|14:00:00|11:00:00|1|30|20
1700|1126|6|25|62|13:00:00|10:00:00|1|30|20
1701|1127|388|38|104|11:00:00|18:00:00|1|30|20
1702|1127|304|33|32|14:00:00|10:00:00|1|30|20
1703|1128|81|17|54|14:00:00|14:00:00|1|30|20
1704|1128|456|20|119|12:00:00|19:00:00|1|30|20
1705|1129|176|24|46|17:00:00|9:00:00|1|30|20
1706|1130|603|36|28|9:00:00|19:00:00|1|30|20
1707|1131|737|45|36|17:00:00|20:00:00|1|30|20
1708|1132|311|21|24|11:00:00|16:00:00|1|30|20
1709|1133|782|42|73|16:00:00|9:00:00|1|30|20
1710|1134|120|37|70|19:00:00|12:00:00|1|30|20
1711|1134|758|44|81|12:00:00|9:00:00|1|30|20
1712|1135|587|32|57|15:00:00|16:00:00|1|30|20
1713|1135|319|35|99|16:00:00|12:00:00|1|30|20
1714|1136|86|46|100|10:00:00|15:00:00|1|30|20
1715|1137|102|23|84|9:00:00|14:00:00|1|30|20
1716|1138|600|44|28|10:00:00|15:00:00|1|30|20
1717|1139|506|26|58|9:00:00|13:00:00|1|30|20
1718|1140|83|20|53|12:00:00|13:00:00|1|30|20
1719|1141|459|26|108|18:00:00|19:00:00|1|30|20
1720|1141|733|36|15|20:00:00|18:00:00|1|30|20
1721|1142|6|5|82|16:00:00|17:00:00|1|30|20
1722|1142|477|32|13|18:00:00|10:00:00|1|30|20
1723|1143|320|16|115|19:00:00|13:00:00|1|30|20
1724|1144|79|24|58|16:00:00|16:00:00|1|30|20
1725|1145|121|40|112|19:00:00|16:00:00|1|30|20
1726|1145|199|45|74|18:00:00|20:00:00|1|30|20
1727|1146|774|38|93|18:00:00|10:00:00|1|30|20
1728|1147|850|46|61|12:00:00|14:00:00|1|30|20
1729|1147|628|40|16|9:00:00|14:00:00|1|30|20
1730|1148|137|19|78|17:00:00|10:00:00|1|30|20
1731|1149|30|8|6|11:00:00|12:00:00|1|30|20
1732|1150|75|39|14|14:00:00|15:00:00|1|30|20
1733|1150|83|46|124|14:00:00|19:00:00|1|30|20
1734|1151|331|29|58|18:00:00|14:00:00|1|30|20
1735|1151|112|31|103|10:00:00|15:00:00|1|30|20
1736|1152|189|17|5|18:00:00|17:00:00|1|30|20
1737|1152|783|42|12|13:00:00|17:00:00|1|30|20
1738|1153|293|20|66|15:00:00|17:00:00|1|30|20
1739|1153|581|45|120|9:00:00|13:00:00|1|30|20
1740|1154|260|33|45|20:00:00|20:00:00|1|30|20
1741|1154|582|42|109|20:00:00|18:00:00|1|30|20
1742|1155|366|32|51|11:00:00|12:00:00|1|30|20
1743|1155|49|17|113|10:00:00|12:00:00|1|30|20
1744|1156|59|19|62|17:00:00|17:00:00|1|30|20
1745|1157|355|44|71|15:00:00|14:00:00|1|30|20
1746|1157|848|44|119|12:00:00|18:00:00|1|30|20
1747|1158|113|22|108|19:00:00|12:00:00|1|30|20
1748|1159|411|18|121|13:00:00|19:00:00|1|30|20
1749|1160|349|23|86|19:00:00|13:00:00|1|30|20
1750|1161|148|10|98|13:00:00|17:00:00|1|30|20
1751|1161|77|40|63|17:00:00|11:00:00|1|30|20
1752|1162|446|41|31|15:00:00|9:00:00|1|30|20
1753|1162|945|40|41|18:00:00|18:00:00|1|30|20
1754|1163|328|25|7|9:00:00|17:00:00|1|30|20
1755|1164|917|46|72|17:00:00|15:00:00|1|30|20
1756|1164|71|37|50|9:00:00|10:00:00|1|30|20
1757|1165|42|3|115|10:00:00|19:00:00|1|30|20
